Value,Emotion,Time_Mins_Secs
7,worry,00:04:59
6,worry,01:04:59
8,worry,02:04:59
5,worry,03:04:59
7,worry,04:04:59
8,worry,05:04:59
6,worry,06:04:59
8,worry,07:04:59
2,worry,08:04:59
6,worry,09:04:59
8,worry,10:04:59
6,worry,11:04:59
4,worry,12:04:59
7,worry,13:04:59
9,worry,14:04:59
8,worry,15:04:59
9,worry,16:04:59
7,worry,17:04:59
8,worry,18:04:59
6,worry,19:04:59
8,worry,20:04:59
7,worry,21:04:59
2,worry,22:04:59
8,worry,23:04:59
6,worry,00:04:59
7,worry,01:04:59
6,worry,02:04:59
8,worry,03:04:59
7,worry,04:04:59
8,worry,05:04:59
6,worry,06:04:59
5,worry,07:04:59
7,worry,08:04:59
7,worry,09:04:59
7,worry,10:04:59
8,worry,11:04:59
8,worry,12:04:59
6,worry,13:04:59
8,worry,14:04:59
9,worry,15:04:59
6,worry,16:04:59
2,worry,17:04:59
7,worry,18:04:59
6,worry,19:04:59
9,worry,20:04:59
9,worry,21:04:59
7,worry,22:04:59
7,worry,23:04:59
7,worry,00:04:59
7,worry,01:04:59
9,worry,02:04:59
7,worry,03:04:59
7,worry,04:04:59
9,worry,05:04:59
3,worry,06:04:59
8,worry,07:04:59
3,worry,08:04:59
7,worry,09:04:59
9,worry,10:04:59
9,worry,11:04:59
6,worry,12:04:59
6,worry,13:04:59
8,worry,14:04:59
7,worry,15:04:59
7,worry,16:04:59
7,worry,17:04:59
5,worry,18:04:59
7,worry,19:04:59
7,worry,20:04:59
8,worry,21:04:59
6,worry,22:04:59
8,worry,23:04:59
4,worry,00:04:59
8,worry,01:04:59
7,worry,02:04:59
7,worry,03:04:59
3,worry,04:04:59
8,worry,05:04:59
8,worry,06:04:59
9,worry,07:04:59
8,worry,08:04:59
6,worry,09:04:59
9,worry,10:04:59
8,worry,11:04:59
8,worry,12:04:59
8,worry,13:04:59
7,worry,14:04:59
6,worry,15:04:59
9,worry,16:04:59
7,worry,17:04:59
9,worry,18:04:59
6,worry,19:04:59
6,worry,20:04:59
7,worry,21:04:59
8,worry,22:04:59
7,worry,23:04:59
8,worry,00:04:59
2,worry,01:04:59
6,worry,02:04:59
9,worry,03:04:59
9,worry,04:04:59
8,worry,05:04:59
5,worry,06:04:59
8,worry,07:04:59
7,worry,08:04:59
7,worry,09:04:59
7,worry,10:04:59
8,worry,11:04:59
6,worry,12:04:59
7,worry,13:04:59
8,worry,14:04:59
6,worry,15:04:59
9,worry,16:04:59
9,worry,17:04:59
7,worry,18:04:59
6,worry,19:04:59
8,worry,20:04:59
9,worry,21:04:59
8,worry,22:04:59
7,worry,23:04:59
5,worry,00:04:59
4,worry,01:04:59
7,worry,02:04:59
8,worry,03:04:59
7,worry,04:04:59
6,worry,05:04:59
2,worry,06:04:59
5,worry,07:04:59
8,worry,08:04:59
6,worry,09:04:59
5,worry,10:04:59
8,worry,11:04:59
8,worry,12:04:59
5,worry,13:04:59
9,worry,14:04:59
8,worry,15:04:59
7,worry,16:04:59
5,worry,17:04:59
8,worry,18:04:59
8,worry,19:04:59
2,worry,20:04:59
6,worry,21:04:59
7,worry,22:04:59
8,worry,23:04:59
7,worry,00:04:59
7,worry,01:04:59
7,worry,02:04:59
8,worry,03:04:59
9,worry,04:04:59
6,worry,05:04:59
7,worry,06:04:59
7,worry,07:04:59
7,worry,08:04:59
6,worry,09:04:59
7,worry,10:04:59
2,worry,11:04:59
4,worry,12:04:59
8,worry,13:04:59
7,worry,14:04:59
8,worry,15:04:59
8,worry,16:04:59
7,worry,17:04:59
7,worry,18:04:59
6,worry,19:04:59
6,worry,20:04:59
9,worry,21:04:59
5,worry,22:04:59
7,worry,23:04:59
7,worry,00:04:59
8,worry,01:04:59
9,worry,02:04:59
7,worry,03:04:59
8,worry,04:04:59
8,worry,05:04:59
4,worry,06:04:59
7,worry,07:04:59
7,worry,08:04:59
6,worry,09:04:59
7,worry,10:04:59
7,worry,11:04:59
3,worry,12:04:59
6,worry,13:04:59
7,worry,14:04:59
9,worry,15:04:59
8,worry,16:04:59
7,worry,17:04:59
3,worry,18:04:59
7,worry,19:04:59
9,worry,20:04:59
8,worry,21:04:59
6,worry,22:04:59
7,worry,23:04:59
7,worry,00:04:59
8,worry,01:04:59
6,worry,02:04:59
5,worry,03:04:59
6,worry,04:04:59
6,worry,05:04:59
7,worry,06:04:59
8,worry,07:04:59
8,worry,08:04:59
8,worry,09:04:59
5,worry,10:04:59
7,worry,11:04:59
4,worry,12:04:59
7,worry,13:04:59
5,worry,14:04:59
7,worry,15:04:59
7,worry,16:04:59
9,worry,17:04:59
6,worry,18:04:59
5,worry,19:04:59
7,worry,20:04:59
7,worry,21:04:59
9,worry,22:04:59
5,worry,23:04:59
7,worry,00:04:59
7,worry,01:04:59
9,worry,02:04:59
6,worry,03:04:59
5,worry,04:04:59
7,worry,05:04:59
7,worry,06:04:59
6,worry,07:04:59
3,worry,08:04:59
4,worry,09:04:59
4,worry,10:04:59
5,worry,11:04:59
7,worry,12:04:59
7,worry,13:04:59
8,worry,14:04:59
6,worry,15:04:59
6,worry,16:04:59
3,worry,17:04:59
5,worry,18:04:59
4,disgust,00:04:59
1,disgust,01:04:59
5,disgust,02:04:59
1,disgust,03:04:59
6,disgust,04:04:59
8,disgust,05:04:59
2,disgust,06:04:59
2,disgust,07:04:59
2,disgust,08:04:59
1,disgust,09:04:59
2,disgust,10:04:59
1,disgust,11:04:59
2,disgust,12:04:59
4,disgust,13:04:59
5,disgust,14:04:59
4,disgust,15:04:59
2,disgust,16:04:59
4,disgust,17:04:59
1,disgust,18:04:59
3,disgust,19:04:59
2,disgust,20:04:59
5,disgust,21:04:59
6,disgust,22:04:59
7,disgust,23:04:59
1,disgust,00:04:59
1,disgust,01:04:59
7,disgust,02:04:59
1,disgust,03:04:59
2,disgust,04:04:59
3,disgust,05:04:59
6,disgust,06:04:59
3,disgust,07:04:59
6,disgust,08:04:59
2,disgust,09:04:59
4,disgust,10:04:59
3,disgust,11:04:59
2,disgust,12:04:59
6,disgust,13:04:59
4,disgust,14:04:59
5,disgust,15:04:59
5,disgust,16:04:59
1,disgust,17:04:59
3,disgust,18:04:59
3,disgust,19:04:59
1,disgust,20:04:59
2,disgust,21:04:59
6,disgust,22:04:59
1,disgust,23:04:59
6,disgust,00:04:59
2,disgust,01:04:59
5,disgust,02:04:59
2,disgust,03:04:59
5,disgust,04:04:59
2,disgust,05:04:59
2,disgust,06:04:59
1,disgust,07:04:59
2,disgust,08:04:59
7,disgust,09:04:59
6,disgust,10:04:59
4,disgust,11:04:59
3,disgust,12:04:59
6,disgust,13:04:59
1,disgust,14:04:59
4,disgust,15:04:59
4,disgust,16:04:59
7,disgust,17:04:59
1,disgust,18:04:59
5,disgust,19:04:59
6,disgust,20:04:59
1,disgust,21:04:59
4,disgust,22:04:59
7,disgust,23:04:59
7,disgust,00:04:59
5,disgust,01:04:59
1,disgust,02:04:59
1,disgust,03:04:59
8,disgust,04:04:59
3,disgust,05:04:59
4,disgust,06:04:59
1,disgust,07:04:59
1,disgust,08:04:59
3,disgust,09:04:59
4,disgust,10:04:59
6,disgust,11:04:59
8,disgust,12:04:59
3,disgust,13:04:59
2,disgust,14:04:59
2,disgust,15:04:59
2,disgust,16:04:59
2,disgust,17:04:59
3,disgust,18:04:59
5,disgust,19:04:59
3,disgust,20:04:59
6,disgust,21:04:59
3,disgust,22:04:59
3,disgust,23:04:59
7,disgust,00:04:59
2,disgust,01:04:59
1,disgust,02:04:59
1,disgust,03:04:59
8,disgust,04:04:59
6,disgust,05:04:59
2,disgust,06:04:59
4,disgust,07:04:59
1,disgust,08:04:59
1,disgust,09:04:59
3,disgust,10:04:59
6,disgust,11:04:59
4,disgust,12:04:59
5,disgust,13:04:59
1,disgust,14:04:59
6,disgust,15:04:59
1,disgust,16:04:59
2,disgust,17:04:59
3,disgust,18:04:59
1,disgust,19:04:59
1,disgust,20:04:59
4,disgust,21:04:59
1,disgust,22:04:59
3,disgust,23:04:59
1,disgust,00:04:59
3,disgust,01:04:59
4,disgust,02:04:59
3,disgust,03:04:59
3,disgust,04:04:59
7,disgust,05:04:59
4,disgust,06:04:59
2,disgust,07:04:59
1,disgust,08:04:59
2,disgust,09:04:59
1,disgust,10:04:59
3,disgust,11:04:59
3,disgust,12:04:59
6,disgust,13:04:59
4,disgust,14:04:59
5,disgust,15:04:59
6,disgust,16:04:59
6,disgust,17:04:59
2,disgust,18:04:59
2,disgust,19:04:59
2,disgust,20:04:59
1,disgust,21:04:59
1,disgust,22:04:59
4,disgust,23:04:59
1,disgust,00:04:59
4,disgust,01:04:59
6,disgust,02:04:59
6,disgust,03:04:59
4,disgust,04:04:59
2,disgust,05:04:59
7,disgust,06:04:59
1,disgust,07:04:59
1,disgust,08:04:59
3,disgust,09:04:59
5,disgust,10:04:59
3,disgust,11:04:59
2,disgust,12:04:59
5,disgust,13:04:59
1,disgust,14:04:59
6,disgust,15:04:59
2,disgust,16:04:59
2,disgust,17:04:59
1,disgust,18:04:59
1,disgust,19:04:59
2,disgust,20:04:59
2,disgust,21:04:59
3,disgust,22:04:59
3,disgust,23:04:59
2,disgust,00:04:59
2,disgust,01:04:59
2,disgust,02:04:59
2,disgust,03:04:59
1,disgust,04:04:59
4,disgust,05:04:59
8,disgust,06:04:59
1,disgust,07:04:59
1,disgust,08:04:59
4,disgust,09:04:59
5,disgust,10:04:59
3,disgust,11:04:59
1,disgust,12:04:59
1,disgust,13:04:59
3,disgust,14:04:59
4,disgust,15:04:59
1,disgust,16:04:59
1,disgust,17:04:59
6,disgust,18:04:59
3,disgust,19:04:59
1,disgust,20:04:59
4,disgust,21:04:59
3,disgust,22:04:59
4,disgust,23:04:59
3,disgust,00:04:59
3,disgust,01:04:59
3,disgust,02:04:59
2,disgust,03:04:59
6,disgust,04:04:59
7,disgust,05:04:59
1,disgust,06:04:59
2,disgust,07:04:59
9,disgust,08:04:59
1,disgust,09:04:59
1,disgust,10:04:59
5,disgust,11:04:59
1,disgust,12:04:59
3,disgust,13:04:59
1,disgust,14:04:59
3,disgust,15:04:59
7,disgust,16:04:59
5,disgust,17:04:59
2,disgust,18:04:59
2,disgust,19:04:59
6,disgust,20:04:59
4,disgust,21:04:59
3,disgust,22:04:59
5,disgust,23:04:59
2,disgust,00:04:59
1,disgust,01:04:59
2,disgust,02:04:59
2,disgust,03:04:59
3,disgust,04:04:59
2,disgust,05:04:59
5,disgust,06:04:59
5,disgust,07:04:59
1,disgust,08:04:59
3,disgust,09:04:59
4,disgust,10:04:59
6,disgust,11:04:59
5,disgust,12:04:59
7,disgust,13:04:59
1,disgust,14:04:59
4,disgust,15:04:59
2,disgust,16:04:59
4,disgust,17:04:59
9,disgust,18:04:59
4,disgust,19:04:59
6,disgust,20:04:59
4,disgust,21:04:59
8,disgust,22:04:59
1,disgust,23:04:59
1,disgust,00:04:59
1,disgust,01:04:59
4,disgust,02:04:59
3,disgust,03:04:59
6,disgust,04:04:59
2,disgust,05:04:59
2,disgust,06:04:59
7,disgust,07:04:59
6,disgust,08:04:59
1,disgust,09:04:59
6,disgust,10:04:59
1,disgust,11:04:59
1,disgust,12:04:59
6,disgust,13:04:59
3,disgust,14:04:59
1,disgust,15:04:59
3,disgust,16:04:59
1,disgust,17:04:59
3,disgust,18:04:59
8,disgust,19:04:59
6,disgust,20:04:59
4,disgust,21:04:59
1,disgust,22:04:59
2,disgust,23:04:59
2,disgust,00:04:59
6,disgust,01:04:59
1,disgust,02:04:59
5,disgust,03:04:59
8,disgust,04:04:59
6,disgust,05:04:59
4,disgust,06:04:59
2,disgust,07:04:59
1,disgust,08:04:59
6,disgust,09:04:59
1,disgust,10:04:59
2,disgust,11:04:59
4,disgust,12:04:59
6,disgust,13:04:59
6,disgust,14:04:59
9,disgust,15:04:59
6,disgust,16:04:59
1,disgust,17:04:59
1,disgust,18:04:59
4,disgust,19:04:59
6,disgust,20:04:59
1,disgust,21:04:59
1,disgust,22:04:59
1,disgust,23:04:59
4,disgust,00:04:59
3,disgust,01:04:59
1,disgust,02:04:59
3,disgust,03:04:59
1,disgust,04:04:59
2,disgust,05:04:59
3,disgust,06:04:59
1,disgust,07:04:59
1,disgust,08:04:59
6,disgust,09:04:59
6,disgust,10:04:59
7,disgust,11:04:59
3,disgust,12:04:59
7,disgust,13:04:59
2,disgust,14:04:59
1,disgust,15:04:59
5,disgust,16:04:59
1,disgust,17:04:59
3,disgust,18:04:59
4,disgust,19:04:59
1,disgust,20:04:59
6,disgust,21:04:59
1,disgust,22:04:59
1,disgust,23:04:59
2,disgust,00:04:59
1,disgust,01:04:59
3,disgust,02:04:59
1,disgust,03:04:59
6,disgust,04:04:59
3,disgust,05:04:59
4,disgust,06:04:59
1,disgust,07:04:59
1,disgust,08:04:59
3,disgust,09:04:59
4,disgust,10:04:59
2,disgust,11:04:59
3,disgust,12:04:59
4,disgust,13:04:59
4,disgust,14:04:59
1,disgust,15:04:59
5,disgust,16:04:59
4,disgust,17:04:59
3,disgust,18:04:59
1,disgust,19:04:59
1,disgust,20:04:59
8,disgust,21:04:59
3,disgust,22:04:59
2,disgust,23:04:59
2,disgust,00:04:59
1,disgust,01:04:59
3,disgust,02:04:59
3,disgust,03:04:59
6,disgust,04:04:59
6,disgust,05:04:59
4,disgust,06:04:59
3,disgust,07:04:59
7,disgust,08:04:59
6,disgust,09:04:59
2,disgust,10:04:59
1,disgust,11:04:59
6,disgust,12:04:59
3,disgust,13:04:59
3,disgust,14:04:59
4,disgust,15:04:59
2,disgust,16:04:59
2,disgust,17:04:59
1,disgust,18:04:59
1,disgust,19:04:59
1,disgust,20:04:59
2,disgust,21:04:59
4,disgust,22:04:59
1,disgust,23:04:59
1,disgust,00:04:59
7,disgust,01:04:59
3,disgust,02:04:59
1,disgust,03:04:59
1,disgust,04:04:59
3,disgust,05:04:59
3,disgust,06:04:59
5,disgust,07:04:59
5,disgust,08:04:59
5,disgust,09:04:59
3,disgust,10:04:59
2,disgust,11:04:59
3,disgust,12:04:59
2,disgust,13:04:59
4,disgust,14:04:59
5,disgust,15:04:59
8,disgust,16:04:59
1,disgust,17:04:59
1,disgust,18:04:59
7,disgust,19:04:59
3,disgust,20:04:59
3,disgust,21:04:59
4,disgust,22:04:59
3,disgust,23:04:59
1,disgust,00:04:59
6,disgust,01:04:59
5,disgust,02:04:59
6,disgust,03:04:59
1,disgust,04:04:59
4,disgust,05:04:59
2,disgust,06:04:59
3,disgust,07:04:59
1,disgust,08:04:59
1,disgust,09:04:59
1,disgust,10:04:59
2,disgust,11:04:59
4,disgust,12:04:59
3,disgust,13:04:59
3,disgust,14:04:59
7,disgust,15:04:59
1,disgust,16:04:59
7,disgust,17:04:59
7,disgust,18:04:59
8,disgust,19:04:59
5,disgust,20:04:59
1,disgust,21:04:59
2,disgust,22:04:59
3,disgust,23:04:59
3,disgust,00:04:59
2,disgust,01:04:59
6,disgust,02:04:59
1,disgust,03:04:59
1,disgust,04:04:59
7,disgust,05:04:59
6,disgust,06:04:59
3,disgust,07:04:59
1,disgust,08:04:59
6,disgust,09:04:59
1,disgust,10:04:59
1,disgust,11:04:59
4,disgust,12:04:59
4,disgust,13:04:59
5,disgust,14:04:59
1,disgust,15:04:59
2,disgust,16:04:59
4,disgust,17:04:59
4,disgust,18:04:59
1,disgust,19:04:59
1,disgust,20:04:59
1,disgust,21:04:59
2,disgust,22:04:59
2,disgust,23:04:59
1,disgust,00:04:59
6,disgust,01:04:59
3,disgust,02:04:59
3,disgust,03:04:59
1,disgust,04:04:59
7,disgust,05:04:59
2,disgust,06:04:59
1,disgust,07:04:59
2,disgust,08:04:59
6,disgust,09:04:59
4,disgust,10:04:59
6,disgust,11:04:59
2,disgust,12:04:59
3,disgust,13:04:59
8,disgust,14:04:59
3,disgust,15:04:59
4,disgust,16:04:59
6,disgust,17:04:59
6,disgust,18:04:59
1,disgust,19:04:59
5,disgust,20:04:59
4,disgust,21:04:59
3,disgust,22:04:59
6,disgust,23:04:59
2,disgust,00:04:59
6,disgust,01:04:59
2,disgust,02:04:59
2,disgust,03:04:59
4,disgust,04:04:59
3,disgust,05:04:59
5,disgust,06:04:59
2,disgust,07:04:59
7,disgust,08:04:59
4,disgust,09:04:59
2,disgust,10:04:59
7,disgust,11:04:59
2,disgust,12:04:59
3,disgust,13:04:59
1,disgust,14:04:59
2,disgust,15:04:59
1,disgust,16:04:59
6,disgust,17:04:59
4,disgust,18:04:59
4,disgust,19:04:59
2,disgust,20:04:59
6,disgust,21:04:59
2,disgust,22:04:59
1,disgust,23:04:59
1,disgust,00:04:59
5,disgust,01:04:59
4,disgust,02:04:59
1,disgust,03:04:59
8,disgust,04:04:59
1,disgust,05:04:59
1,disgust,06:04:59
2,disgust,07:04:59
2,disgust,08:04:59
1,disgust,09:04:59
8,disgust,10:04:59
2,disgust,11:04:59
4,disgust,12:04:59
3,disgust,13:04:59
3,disgust,14:04:59
2,disgust,15:04:59
6,disgust,16:04:59
5,disgust,17:04:59
2,disgust,18:04:59
5,disgust,19:04:59
1,disgust,20:04:59
5,disgust,21:04:59
6,disgust,22:04:59
1,disgust,23:04:59
3,disgust,00:04:59
8,disgust,01:04:59
3,disgust,02:04:59
1,disgust,03:04:59
1,disgust,04:04:59
1,disgust,05:04:59
1,disgust,06:04:59
4,disgust,07:04:59
1,disgust,08:04:59
3,disgust,09:04:59
2,disgust,10:04:59
3,disgust,11:04:59
3,disgust,12:04:59
2,disgust,13:04:59
2,disgust,14:04:59
8,disgust,15:04:59
2,disgust,16:04:59
8,disgust,17:04:59
2,disgust,18:04:59
1,disgust,19:04:59
5,disgust,20:04:59
2,disgust,21:04:59
6,disgust,22:04:59
2,disgust,23:04:59
1,disgust,00:04:59
1,disgust,01:04:59
3,disgust,02:04:59
6,disgust,03:04:59
1,disgust,04:04:59
1,disgust,05:04:59
4,disgust,06:04:59
2,disgust,07:04:59
4,disgust,08:04:59
4,disgust,09:04:59
3,disgust,10:04:59
7,disgust,11:04:59
1,disgust,12:04:59
2,disgust,13:04:59
2,disgust,14:04:59
4,disgust,15:04:59
1,disgust,16:04:59
3,disgust,17:04:59
1,disgust,18:04:59
8,disgust,19:04:59
1,disgust,20:04:59
4,disgust,21:04:59
2,disgust,22:04:59
8,disgust,23:04:59
3,disgust,00:04:59
6,disgust,01:04:59
1,disgust,02:04:59
7,disgust,03:04:59
1,disgust,04:04:59
3,disgust,05:04:59
2,disgust,06:04:59
3,disgust,07:04:59
4,disgust,08:04:59
4,disgust,09:04:59
1,disgust,10:04:59
2,disgust,11:04:59
9,disgust,12:04:59
2,disgust,13:04:59
6,disgust,14:04:59
5,disgust,15:04:59
5,disgust,16:04:59
1,disgust,17:04:59
6,disgust,18:04:59
5,disgust,19:04:59
1,disgust,20:04:59
9,disgust,21:04:59
1,disgust,22:04:59
1,disgust,23:04:59
5,disgust,00:04:59
5,disgust,01:04:59
6,disgust,02:04:59
2,disgust,03:04:59
7,disgust,04:04:59
2,disgust,05:04:59
5,disgust,06:04:59
1,disgust,07:04:59
2,disgust,08:04:59
3,disgust,09:04:59
3,disgust,10:04:59
1,disgust,11:04:59
3,disgust,12:04:59
2,disgust,13:04:59
2,disgust,14:04:59
6,disgust,15:04:59
3,disgust,16:04:59
1,disgust,17:04:59
4,disgust,18:04:59
3,disgust,19:04:59
7,disgust,20:04:59
1,disgust,21:04:59
3,disgust,22:04:59
1,disgust,23:04:59
2,disgust,00:04:59
3,disgust,01:04:59
7,disgust,02:04:59
6,disgust,03:04:59
4,disgust,04:04:59
1,disgust,05:04:59
5,disgust,06:04:59
5,disgust,07:04:59
5,disgust,08:04:59
2,disgust,09:04:59
2,disgust,10:04:59
2,disgust,11:04:59
6,disgust,12:04:59
3,disgust,13:04:59
1,disgust,14:04:59
2,disgust,15:04:59
3,disgust,16:04:59
3,disgust,17:04:59
1,disgust,18:04:59
4,disgust,19:04:59
2,disgust,20:04:59
1,disgust,21:04:59
1,disgust,22:04:59
2,disgust,23:04:59
2,disgust,00:04:59
6,disgust,01:04:59
3,disgust,02:04:59
4,disgust,03:04:59
7,disgust,04:04:59
3,disgust,05:04:59
1,disgust,06:04:59
8,disgust,07:04:59
5,disgust,08:04:59
1,disgust,09:04:59
1,disgust,10:04:59
1,disgust,11:04:59
1,disgust,12:04:59
3,disgust,13:04:59
1,disgust,14:04:59
1,disgust,15:04:59
3,disgust,16:04:59
2,disgust,17:04:59
1,disgust,18:04:59
2,disgust,19:04:59
2,disgust,20:04:59
3,disgust,21:04:59
2,disgust,22:04:59
6,disgust,23:04:59
2,disgust,00:04:59
5,disgust,01:04:59
1,disgust,02:04:59
3,disgust,03:04:59
3,disgust,04:04:59
2,disgust,05:04:59
3,disgust,06:04:59
7,disgust,07:04:59
2,disgust,08:04:59
3,disgust,09:04:59
3,disgust,10:04:59
4,disgust,11:04:59
6,disgust,12:04:59
7,disgust,13:04:59
7,disgust,14:04:59
1,disgust,15:04:59
4,disgust,16:04:59
1,disgust,17:04:59
1,disgust,18:04:59
7,disgust,19:04:59
4,disgust,20:04:59
1,disgust,21:04:59
6,disgust,22:04:59
6,disgust,23:04:59
1,disgust,00:04:59
1,disgust,01:04:59
2,disgust,02:04:59
6,disgust,03:04:59
5,disgust,04:04:59
2,disgust,05:04:59
1,disgust,06:04:59
1,disgust,07:04:59
5,disgust,08:04:59
1,disgust,09:04:59
2,disgust,10:04:59
1,disgust,11:04:59
4,disgust,12:04:59
4,disgust,13:04:59
1,disgust,14:04:59
1,disgust,15:04:59
6,disgust,16:04:59
1,disgust,17:04:59
4,disgust,18:04:59
1,disgust,19:04:59
4,disgust,20:04:59
4,disgust,21:04:59
1,disgust,22:04:59
7,disgust,23:04:59
1,disgust,00:04:59
1,disgust,01:04:59
2,disgust,02:04:59
1,disgust,03:04:59
9,disgust,04:04:59
1,disgust,05:04:59
2,disgust,06:04:59
2,disgust,07:04:59
1,disgust,08:04:59
2,disgust,09:04:59
1,disgust,10:04:59
3,disgust,11:04:59
2,disgust,12:04:59
1,disgust,13:04:59
1,disgust,14:04:59
4,disgust,15:04:59
7,disgust,16:04:59
4,disgust,17:04:59
1,disgust,18:04:59
1,disgust,19:04:59
6,disgust,20:04:59
7,disgust,21:04:59
4,disgust,22:04:59
5,disgust,23:04:59
1,disgust,00:04:59
6,disgust,01:04:59
1,disgust,02:04:59
6,disgust,03:04:59
5,disgust,04:04:59
5,disgust,05:04:59
3,disgust,06:04:59
1,disgust,07:04:59
1,disgust,08:04:59
1,disgust,09:04:59
3,disgust,10:04:59
6,disgust,11:04:59
6,disgust,12:04:59
6,disgust,13:04:59
3,disgust,14:04:59
5,disgust,15:04:59
9,disgust,16:04:59
1,disgust,17:04:59
2,disgust,18:04:59
2,disgust,19:04:59
1,disgust,20:04:59
2,disgust,21:04:59
2,disgust,22:04:59
5,disgust,23:04:59
2,disgust,00:04:59
1,disgust,01:04:59
1,disgust,02:04:59
1,disgust,03:04:59
3,disgust,04:04:59
1,disgust,05:04:59
1,disgust,06:04:59
5,disgust,07:04:59
1,disgust,08:04:59
2,disgust,09:04:59
6,disgust,10:04:59
1,disgust,11:04:59
1,disgust,12:04:59
5,disgust,13:04:59
5,disgust,14:04:59
6,disgust,15:04:59
3,disgust,16:04:59
2,disgust,17:04:59
1,disgust,18:04:59
3,disgust,19:04:59
3,disgust,20:04:59
6,disgust,21:04:59
9,disgust,22:04:59
1,disgust,23:04:59
9,disgust,00:04:59
1,disgust,01:04:59
4,disgust,02:04:59
1,disgust,03:04:59
7,disgust,04:04:59
3,disgust,05:04:59
2,disgust,06:04:59
2,disgust,07:04:59
2,disgust,08:04:59
1,disgust,09:04:59
1,disgust,10:04:59
2,disgust,11:04:59
4,disgust,12:04:59
4,disgust,13:04:59
2,disgust,14:04:59
2,disgust,15:04:59
1,disgust,16:04:59
1,disgust,17:04:59
3,disgust,18:04:59
3,disgust,19:04:59
4,disgust,20:04:59
6,disgust,21:04:59
4,disgust,22:04:59
3,disgust,23:04:59
1,disgust,00:04:59
2,disgust,01:04:59
3,disgust,02:04:59
4,disgust,03:04:59
2,disgust,04:04:59
1,disgust,05:04:59
6,disgust,06:04:59
1,disgust,07:04:59
2,disgust,08:04:59
1,disgust,09:04:59
5,disgust,10:04:59
2,disgust,11:04:59
1,disgust,12:04:59
1,disgust,13:04:59
1,disgust,14:04:59
1,disgust,15:04:59
2,disgust,16:04:59
1,disgust,17:04:59
6,disgust,18:04:59
8,disgust,19:04:59
7,disgust,20:04:59
1,disgust,21:04:59
7,disgust,22:04:59
3,disgust,23:04:59
6,disgust,00:04:59
5,disgust,01:04:59
3,disgust,02:04:59
1,disgust,03:04:59
1,disgust,04:04:59
1,disgust,05:04:59
3,disgust,06:04:59
3,disgust,07:04:59
1,disgust,08:04:59
1,disgust,09:04:59
1,disgust,10:04:59
1,disgust,11:04:59
6,disgust,12:04:59
7,disgust,13:04:59
4,disgust,14:04:59
1,disgust,15:04:59
4,disgust,16:04:59
4,disgust,17:04:59
1,disgust,18:04:59
3,disgust,19:04:59
4,disgust,20:04:59
8,disgust,21:04:59
5,disgust,22:04:59
1,disgust,23:04:59
9,disgust,00:04:59
1,disgust,01:04:59
7,disgust,02:04:59
4,disgust,03:04:59
2,disgust,04:04:59
3,disgust,05:04:59
2,disgust,06:04:59
3,disgust,07:04:59
1,disgust,08:04:59
2,disgust,09:04:59
3,disgust,10:04:59
4,disgust,11:04:59
5,disgust,12:04:59
2,disgust,13:04:59
6,disgust,14:04:59
1,disgust,15:04:59
3,disgust,16:04:59
5,disgust,17:04:59
1,disgust,18:04:59
4,disgust,19:04:59
9,disgust,20:04:59
3,disgust,21:04:59
1,disgust,22:04:59
1,disgust,23:04:59
1,disgust,00:04:59
5,disgust,01:04:59
8,disgust,02:04:59
9,disgust,03:04:59
5,disgust,04:04:59
1,disgust,05:04:59
2,disgust,06:04:59
6,disgust,07:04:59
5,disgust,08:04:59
3,disgust,09:04:59
1,disgust,10:04:59
5,disgust,11:04:59
3,disgust,12:04:59
2,disgust,13:04:59
3,disgust,14:04:59
4,disgust,15:04:59
7,disgust,16:04:59
1,disgust,17:04:59
5,disgust,18:04:59
1,disgust,19:04:59
4,disgust,20:04:59
6,disgust,21:04:59
6,disgust,22:04:59
6,disgust,23:04:59
1,disgust,00:04:59
5,disgust,01:04:59
1,disgust,02:04:59
2,disgust,03:04:59
7,disgust,04:04:59
2,disgust,05:04:59
2,disgust,06:04:59
2,disgust,07:04:59
6,disgust,08:04:59
8,disgust,09:04:59
8,disgust,10:04:59
8,disgust,11:04:59
6,disgust,12:04:59
4,disgust,13:04:59
1,disgust,14:04:59
3,disgust,15:04:59
6,disgust,16:04:59
2,disgust,17:04:59
2,disgust,18:04:59
2,disgust,19:04:59
1,disgust,20:04:59
6,disgust,21:04:59
1,disgust,22:04:59
3,disgust,23:04:59
3,disgust,00:04:59
1,disgust,01:04:59
1,disgust,02:04:59
1,disgust,03:04:59
1,disgust,04:04:59
8,disgust,05:04:59
1,disgust,06:04:59
5,disgust,07:04:59
8,disgust,08:04:59
4,disgust,09:04:59
2,disgust,10:04:59
4,disgust,11:04:59
2,disgust,12:04:59
6,disgust,13:04:59
3,disgust,14:04:59
4,disgust,15:04:59
7,disgust,16:04:59
1,disgust,17:04:59
3,disgust,18:04:59
4,disgust,19:04:59
3,disgust,20:04:59
4,disgust,21:04:59
3,disgust,22:04:59
6,disgust,23:04:59
6,disgust,00:04:59
1,disgust,01:04:59
7,disgust,02:04:59
1,disgust,03:04:59
2,disgust,04:04:59
4,disgust,05:04:59
1,disgust,06:04:59
6,disgust,07:04:59
6,disgust,08:04:59
3,disgust,09:04:59
6,disgust,10:04:59
1,disgust,11:04:59
1,disgust,12:04:59
